"INSTNM","sector_desc","RAPE13","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE14","RAPE15"
"Arkansas Northeastern College","Public, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Arkansas State University-Beebe","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Arkansas State University-Main Campus","Public, 4-year or above",3,0,1,1,2,2,4,0,1,3,2
"Arkansas State University-Mountain Home","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Arkansas State University-Newport","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas State University Mid-South","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Arkansas Tech University","Public, 4-year or above",1,0,1,1,1,2,1,5,2,1,4
"Arlington Baptist College","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Arlington Career Institute","Private for-profit, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Arlington Medical Institute","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armstrong Atlantic State University","Public, 4-year or above",NA,1,1,0,0,0,0,0,0,NA,NA
"Armstrong State University","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Arnolds Beauty School","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Arnot Ogden Medical Center","Private nonprofit, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Art Academy of Cincinnati","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Art Center College of Design","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Arthur's Beauty College Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Arthur's Beauty College Inc-Fort Smith","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Arthur's Beauty College Inc-Jacksonville","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Arthur's Beauty School Inc-Conway","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Arthur's Beauty School Inc-Pine Bluff","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
